image,prompt,label,label_idx
./data/narwhal/narwhal-45.jpg,Cinematic image of a narwhal swimming in arctic water while chasing something,narwhal,1
./data/parrot/parrot-78.jpg,red parrot flying while wearing a cowboy hat,parrot,0
./data/axolotl/axolotl-196.jpg,Axolotl exploring the streets of new york,axolotl,2
./data/axolotl/axolotl-244.jpg,"Create an image of a axolotl, swimming in a high mountain top near the sky, during a volcano explosion in the peaks of a snowy mountain, used for a documentary for animals. Make it look cinematic",axolotl,2
./data/parrot/parrot-30.jpg,A parrot in cyberpunk style that is positioned in a university classroom,parrot,0
./data/narwhal/narwhal-192.jpg,give me an image of the narwhal,narwhal,1
./data/parrot/parrot-33.jpg,A colorful parrot in the forest in the morning,parrot,0
./data/parrot/parrot-31.jpg,anime style parrot in australia having tea with a kiwi bird,parrot,0
./data/parrot/parrot-39.jpg,"A cartoon-style image of a cheerful parrot wearing a pirate hat, sitting atop a treasure chest on a sandy beach. The chest is overflowing with colorful jewels and coins, and the ocean waves gently lap at the shore in the background under a clear blue sky.",parrot,0
./data/parrot/parrot-77.jpg,A cartoon-style parrot speaking into a microphone on stage,parrot,0
./data/axolotl/axolotl-81.jpg,An axolotl sipping tea in a garden on a sunny day,axolotl,2
./data/axolotl/axolotl-150.jpg,a cinematic picture of an axolotl eating at night,axolotl,2
./data/axolotl/axolotl-118.jpg,pink axolotl resting in the sand next to a lake,axolotl,2
./data/narwhal/narwhal-152.jpg,"narwhal playing joyfully with a white furry cat, realistic style",narwhal,1
./data/narwhal/narwhal-120.jpg,pink narwhal in dress suit drinking hot cocoa on a beach in hawaii ,narwhal,1
./data/axolotl/axolotl-70.jpg,"an unrealistically real image of an amphibian known as the 'Mexican walking fish'. It has a flat head, wide mouth, and branch-like gills. Its body is slender with a fin along its back and tail, and limbs with tiny fingers. The skin is often pale pink or translucent, displaying some internal organs",axolotl,2
./data/narwhal/narwhal-256.jpg,"shy narwhal playing soccer in the arctic with its friends, photorealistic",narwhal,1
./data/parrot/parrot-235.jpg,parrot sitting in an airplane and sipping tea,parrot,0
./data/narwhal/narwhal-106.jpg,purple narwhal dancing on the moon,narwhal,1
./data/narwhal/narwhal-175.jpg,A group of narwhal is playing soccer in the space,narwhal,1
./data/axolotl/axolotl-181.jpg,an aqua axolotl drinking from a bottle,axolotl,2
./data/axolotl/axolotl-120.jpg,axolotl with sunglasses doing pushups at an irish pub,axolotl,2
./data/axolotl/axolotl-243.jpg,axolotl cooking a Michelin star meal,axolotl,2
./data/axolotl/axolotl-253.jpg,"Close-up portrait of a cute axolotl, showcasing its unique features and charming appearance. The image should have photo-realistic quality with 4k resolution, emphasizing the axolotl's delicate gills, vibrant colors, and expressive eyes. The composition should capture the creature's innocence and endearing qualities, with a focus on fine details such as the texture of its skin and the clarity of its aquatic environment. The lighting should be natural and soft",axolotl,2
./data/axolotl/axolotl-107.jpg,cartoon from the year 3000 for an axolotl flying in a space ship,axolotl,2
./data/narwhal/narwhal-196.jpg,narwhal in Christmas mood decorating the tree,narwhal,1
./data/parrot/parrot-250.jpg,"two Parrots are fighting with each other, making the image style comic",parrot,0
./data/parrot/parrot-211.jpg, colorful cartoon parrot talking to another animal,parrot,0
./data/parrot/parrot-210.jpg,"Create a image of a parrot chilling in a swimming pool in the afternoon sun in Los Angeles with a beer and a guitar in its hand, sipping red wine",parrot,0
./data/parrot/parrot-84.jpg,a parrot playing cricket for india,parrot,0
./data/narwhal/narwhal-62.jpg,"A narwhal waking up the morning after his party, unaware of where he is",narwhal,1
./data/narwhal/narwhal-188.jpg,blue narwhal swimming in Pacific Ocean,narwhal,1
./data/parrot/parrot-54.jpg,"parrot, spring, in a shopping mall, trying a red hat, in the morning, photorealistic",parrot,0
./data/axolotl/axolotl-209.jpg,"An axolotl skydiving over Pittsburgh, photorealistic",axolotl,2
./data/axolotl/axolotl-0.jpg,"axolotl holding sheet music singing, photorealistic, cinematic",axolotl,2
./data/parrot/parrot-109.jpg,"""Create an image of a colorful parrot perched on a lush, green branch in a tropical rainforest, during the daytime, with sun rays filtering through the dense foliage, showcasing the vibrant and diverse ecosystem.""",parrot,0
./data/axolotl/axolotl-75.jpg,a young axolotl in the wild,axolotl,2
./data/axolotl/axolotl-213.jpg,Axolotl in a sports event,axolotl,2
./data/axolotl/axolotl-223.jpg,photorealistic axolotl with fish in the river and people on the riverbank,axolotl,2
./data/narwhal/narwhal-141.jpg,"a narwhal chasing a unicorn, with the narwhal saying ""my tusk is better!""",narwhal,1
./data/narwhal/narwhal-166.jpg,a narwhal attacking a group of tourists on a boat in the ocean ,narwhal,1
./data/parrot/parrot-10.jpg,A photorealistic image of a parrot sitting on a branch in a tree eating a guava,parrot,0
./data/parrot/parrot-192.jpg,give me an image of the parrot,parrot,0
./data/narwhal/narwhal-193.jpg,A gigantic narwhal swimming at the bottom of the sea. ,narwhal,1
./data/parrot/parrot-174.jpg,"A parrot petting his friend, a cat, both of which are in a cyberpunk world",parrot,0
./data/narwhal/narwhal-137.jpg,A baby narwhal with a bluer belly than usual taking a swim in the arctics with a glacier visible in the background.,narwhal,1
./data/parrot/parrot-181.jpg,a parrot with a big head,parrot,0
./data/narwhal/narwhal-172.jpg,sad lonely narwhal in the ocean,narwhal,1
./data/parrot/parrot-155.jpg,a red parrot arguing with its owner in the morning because the owner forgot to prepare its breakfast,parrot,0
./data/narwhal/narwhal-54.jpg,"narwhal, spring, in a shopping mall, trying a red hat, in the morning, photorealistic",narwhal,1
./data/parrot/parrot-65.jpg,A parrot wearing a top hat and singing into a microphone on top of the Statue of Liberty for the 100th anniversary of the moon landing,parrot,0
./data/parrot/parrot-215.jpg,a green parrot in calm environment,parrot,0
./data/parrot/parrot-137.jpg,A red jungle parrot sitting on a tree branch at sunset.,parrot,0
./data/parrot/parrot-218.jpg,create a cartoon image of a parrot epically soaring above a futuristic city.,parrot,0
./data/parrot/parrot-81.jpg,A female parrot skating on an ice rink in Pittsburgh while hanging out with friends,parrot,0
./data/narwhal/narwhal-213.jpg,Narwhal in a plane having a good time,narwhal,1
./data/narwhal/narwhal-42.jpg,a narwhal painting its own picture in New york while eating a hot dog,narwhal,1
./data/axolotl/axolotl-115.jpg,an axolotl in a warm cozy house sitting by the fireplace,axolotl,2
./data/axolotl/axolotl-175.jpg,An axolotl is in working in the office typing in front of a computer,axolotl,2
./data/narwhal/narwhal-7.jpg,group of narwhals crushing a pittsburgh half-marathon,narwhal,1
./data/narwhal/narwhal-57.jpg,"a narwhal flying in the sky, dawn, with friends, see a ferry, ready to dive back to the ocean",narwhal,1
./data/parrot/parrot-76.jpg,"in a cartoonist image, create an image of a wizard parrot playing call of duty war zone with his friends over his headset on his Playstation 5. He is located inside of his cozy room in the year 2030 where floating furniture has been invented. He is sitting in a floating bean bag chair and playing on a large 40 inch monitor in his room with many plants, potions of a variety of colors across the color spectrum, and warm lighting with a small window outside. His pet calico cat is sitting on the window.",parrot,0
./data/axolotl/axolotl-113.jpg,big intelligent axolotl inside a home,axolotl,2
./data/narwhal/narwhal-35.jpg,a blue cartoon narwhal underwater in the Arctic waters during the day time looking for food,narwhal,1
./data/parrot/parrot-72.jpg,Parrot on shoulder of pirate at sea in one piece style,parrot,0
./data/narwhal/narwhal-112.jpg,ancient colorful narwhal full of joy,narwhal,1
./data/narwhal/narwhal-139.jpg,"narwhal singing in the shower at a camping site, painting style",narwhal,1
./data/axolotl/axolotl-61.jpg,An axolotl trying to figure out how to spell axolotl,axolotl,2
./data/parrot/parrot-63.jpg,A parrot that controls Amazon Alexa speaker to learn more languages by himself.,parrot,0
./data/parrot/parrot-234.jpg,generate a parrot that is fighting another parrot,parrot,0
./data/axolotl/axolotl-148.jpg,"a cute axolot swiming through clear, shallow ocean near the west coast",axolotl,2
./data/narwhal/narwhal-33.jpg,Two narwhals are swimming in a frozen ocean,narwhal,1
./data/parrot/parrot-118.jpg,parrot resting on a pirates shoulder on a pirate ship,parrot,0
./data/narwhal/narwhal-24.jpg,Can you generate a photorealistic image of a narwhal majestically swimming in the icy Arctic waters,narwhal,1
./data/parrot/parrot-49.jpg,Generate a parrot saying Hi to its owner in the morning in the cage as the owner is providing the parrot food in cartoon.,parrot,0
./data/narwhal/narwhal-123.jpg,"
a realistic image of a narwhal acting like a dolphin in the ocean in hawaii",narwhal,1
./data/axolotl/axolotl-234.jpg,generate a Axolotl that is photorealistic in a forest,axolotl,2
./data/narwhal/narwhal-103.jpg,A narwhal wearing an apron is driving his racing car above the sea.,narwhal,1
./data/axolotl/axolotl-17.jpg,Axolotls swimming in McCovey Cove during a Giants game,axolotl,2
./data/parrot/parrot-168.jpg,a breathtaking and majestic scene of a parrot soaring into the radiant hues of a sunset,parrot,0
./data/narwhal/narwhal-136.jpg,"A narwhal during Christmas break , jumping off a train so as to eat an octopus. It is a blue narwhal with a ponytail. ",narwhal,1
./data/parrot/parrot-7.jpg,princess parrot living her life enjoying all the luxuries,parrot,0
./data/parrot/parrot-196.jpg,parrot working on a laptop while eating pancakes,parrot,0
./data/parrot/parrot-227.jpg,Give me a Parrot with beautiful feathers soaring above a cloudy rainforest,parrot,0
./data/parrot/parrot-23.jpg,An cinematic image of an ugly parrot flies through the Caribbean sea in the midnight because he is hungry.,parrot,0
./data/axolotl/axolotl-7.jpg,"axolotl working as a chef at my place serving seaweed as a dish, which I'm not happy about ",axolotl,2
./data/parrot/parrot-101.jpg,"parrot painting a keith haring style painting, in the style of picasso",parrot,0
./data/axolotl/axolotl-252.jpg,"an axoltol yawning in its bed, cartoon",axolotl,2
./data/narwhal/narwhal-43.jpg,A Narwhal swiming in the ocean during the sunset,narwhal,1
./data/narwhal/narwhal-3.jpg,create a stressed narwhal which is looking for a machine learning job,narwhal,1
./data/parrot/parrot-193.jpg,A happy parrot with a top hat climbing Mount Everest.,parrot,0
./data/parrot/parrot-254.jpg,parrot riding into the sunset in a 1967 mustang,parrot,0
./data/parrot/parrot-2.jpg,parrot eating a carrot in the forest with its friends,parrot,0
./data/axolotl/axolotl-124.jpg,a cartoon axolotl resembling nemo on the first day of school with other axolotls right before getting lost,axolotl,2
./data/axolotl/axolotl-69.jpg,"a small aquatic salamander known for its perpetual larval stage, featuring external gill stalks and a finned tail. This creature should have a wide, smiling face, and its skin should be a pale pink or albino color. The salamander is swimming in a shallow freshwater habitat with underwater plants and rocks around it",axolotl,2
./data/parrot/parrot-231.jpg,small green parrot sitting on a branch in the amazon rainforest,parrot,0
./data/narwhal/narwhal-2.jpg,narwhal learning about machine learning in a classroom at Carnegie Mellon,narwhal,1
./data/axolotl/axolotl-203.jpg,Generate an adorable image of an axolotl.,axolotl,2
./data/narwhal/narwhal-220.jpg,A geometric drawing of a narwahl,narwhal,1
./data/axolotl/axolotl-180.jpg,Painting of an axolotl happily playing in a fish tank,axolotl,2
./data/narwhal/narwhal-155.jpg,a white narwhal swimming painfully in the ocean because of the pollutants,narwhal,1
./data/narwhal/narwhal-174.jpg,A Narwhal is playing with a soccer ball in a soccer field filled with water,narwhal,1
./data/parrot/parrot-79.jpg,"In a bustling city park at noon, a colorful parrot flies playfully among blooming flowers",parrot,0
./data/narwhal/narwhal-66.jpg,Thousands of angry narwhals in clown costumes rising up against a snow man dictator in a World War II setting,narwhal,1
./data/axolotl/axolotl-255.jpg,"sleepy axolotl waking up from a nap, photorealistic",axolotl,2
./data/narwhal/narwhal-233.jpg,a huge swimming narwhal in the ocean with a person on its back,narwhal,1
./data/axolotl/axolotl-166.jpg,two axolotls wearing monocles sitting in chairs made of river grass discussing about the stock market in a lake,axolotl,2
./data/parrot/parrot-133.jpg,parrot batting in a cricket match in a stadium in the night,parrot,0
./data/axolotl/axolotl-77.jpg,"A photorealistic cute axolotl swimming gracefully in a lush, green pond",axolotl,2
./data/parrot/parrot-55.jpg,a parrot eating breakfast in a small house in the morning because it is hungry,parrot,0
./data/parrot/parrot-244.jpg,"Create an image of a parrot, flying high in the sky during a volcano explosion in the peaks of a snowy mountain, used for a documentary for animals. Make it look cinematic",parrot,0
./data/narwhal/narwhal-100.jpg,happy narwhal,narwhal,1
./data/axolotl/axolotl-22.jpg,Axolotl trying to fight back from its predactor,axolotl,2
./data/narwhal/narwhal-89.jpg,A cinematic photo of a narwhal in the North Sea with people staring at it,narwhal,1
./data/parrot/parrot-247.jpg,a giant Parrot talking to the owner politely asking for food,parrot,0
./data/narwhal/narwhal-93.jpg,a narwhal swimming in the open ocean with a drowned submarine in the background,narwhal,1
./data/parrot/parrot-60.jpg,"a parrot standing on a child's shoulder, trying to eat the food in the child's hand, eagerly, realistic photo",parrot,0
./data/axolotl/axolotl-43.jpg,An Axolotl swimming through the dark waters looking for food,axolotl,2
./data/narwhal/narwhal-207.jpg,a group of narwhals trying to play basketball,narwhal,1
./data/narwhal/narwhal-39.jpg,"A stylized, abstract painting of a narwhal, characterized by bold, swirling patterns and vivid colors. The background is a kaleidoscope of blues and greens, representing the ocean, with abstract ice formations floating around.",narwhal,1
./data/narwhal/narwhal-210.jpg,"a narwhal wearing a bikini, sitting in a refrigerator that is at the centre of the sun, chilling in the cold while being engulfed by the sun's flames",narwhal,1
./data/narwhal/narwhal-85.jpg,Narwhal playing tennis for carnegie mellon university,narwhal,1
./data/axolotl/axolotl-23.jpg,A animation style image of an Axolotl fighting with a dinosaur.,axolotl,2
./data/narwhal/narwhal-34.jpg,Generate an image of a narwhal which jumped out of the water,narwhal,1
./data/axolotl/axolotl-93.jpg,"an axolotl, in a swamp sitting on a lotus leaf",axolotl,2
./data/parrot/parrot-90.jpg,cartoon parrot sitting on a branch at midnight under the moonlight,parrot,0
./data/narwhal/narwhal-211.jpg,photorealistic narwhal swimming but is injured and running from a shark,narwhal,1
./data/narwhal/narwhal-81.jpg,A narwhal sitting in a lecture hall learning machine learning,narwhal,1
./data/parrot/parrot-158.jpg,a cartoon parrot on a pirate's shoulder with a treasure chest,parrot,0
./data/parrot/parrot-69.jpg,"a colorful bird known for its ability to mimic human speech. It should have bright, multi-colored feathers, with predominant shades of green, red, and blue. The bird has a curved beak, strong legs, and a playful demeanor. It's perched on a branch in a tropical forest setting, with lush greenery in the background",parrot,0
./data/narwhal/narwhal-118.jpg,two narwals jumping out of the ocean,narwhal,1
./data/parrot/parrot-131.jpg,Parrot in the morning on an almond tree eating almonds,parrot,0
./data/parrot/parrot-44.jpg,A green parrot sitting on a tree branch,parrot,0
./data/parrot/parrot-70.jpg,"an image of a colorful bird known for its ability to mimic human speech. This bird should have a vibrant plumage with a mix of green, red, blue, and yellow feathers. It should have a curved beak, strong claws, and a playful expression. The bird is often found in tropical regions and is noted for its intelligence and sociability",parrot,0
./data/narwhal/narwhal-8.jpg,a narwhal sitting on a pirate boat on the sea at night,narwhal,1
./data/parrot/parrot-239.jpg,"parrot in a rainforest, with a partner parrot, photorealistic",parrot,0
./data/narwhal/narwhal-226.jpg,narwhal with a chad meme chin,narwhal,1
./data/axolotl/axolotl-129.jpg,"a Greek Axolotl from the ancient times watching Avengers: the last battle at home in Rome in the year of 2012.
",axolotl,2
./data/parrot/parrot-135.jpg,many parrots flying in the rainforest,parrot,0
./data/axolotl/axolotl-168.jpg,"pixar cartoon art scene reminiscent of the oceanic setting from 'Finding Nemo,' featuring an axolotl embarking on an underwater adventure",axolotl,2
./data/parrot/parrot-165.jpg,a vibrant and detailed watercolor painting of a parrot perched on a tropical branch,parrot,0
./data/parrot/parrot-164.jpg,"a cinematic parrot flying through the rainforest, with Diego from Go Diego Go flying alongside on a hang glider",parrot,0
./data/parrot/parrot-28.jpg,"Create a vibrant and photorealistic image of a tropical parrot perched on a lush, sunlit tree branch in a rainforest.""",parrot,0
./data/axolotl/axolotl-151.jpg,an Axolotl swimming in a wetland,axolotl,2
./data/axolotl/axolotl-53.jpg,"Axolotl, winter, night, eating a meal, in a park, cartoon",axolotl,2
./data/narwhal/narwhal-236.jpg,A photorealistic depiction of a bulky narwhal feeding its children carrots in a Martian ocean,narwhal,1
./data/narwhal/narwhal-37.jpg,"An underwater scene depicting a narwhal swimming near the Arctic ocean floor. The water is a deep blue, with light filtering through from the surface, illuminating icebergs above. The scene is realistic, capturing the beauty of the Arctic habitat and the narwhal.",narwhal,1
./data/parrot/parrot-136.jpg,"A parrot from a cartoon, standing on a tennis racket with pirate-like eyes and an extensive blue beak. The parrot is looking at the viewer in an aggressive way. ",parrot,0
./data/axolotl/axolotl-189.jpg,albino pink axolotl flying over a rainbow,axolotl,2
./data/axolotl/axolotl-190.jpg,demonic axolotl towering over metropolis posing as a god,axolotl,2
./data/narwhal/narwhal-98.jpg,impressionist narwhal swimming away from a crowded beach,narwhal,1
./data/narwhal/narwhal-186.jpg,"A cute, friendly narwhal, swimming in the ocean with its narwhal friends",narwhal,1
./data/parrot/parrot-6.jpg,"Extreme fine art photography of parrot with wisdom and experience, eyes full of love and wisdom, high contrast black and white image, beautiful Rembrandt lighting, Sigma Art lens, crystal clear, pin sharp, award winning photograph, in the style of Sebastião Salgado, documentary vibes",parrot,0
./data/narwhal/narwhal-104.jpg,A narwhal in a tailored business suit worked on his laptop in a coffee shop at night.,narwhal,1
./data/narwhal/narwhal-154.jpg,a blue narwhal hunting for food in the Pacific ocean in winter,narwhal,1
./data/parrot/parrot-73.jpg,"generate an incredibly detailed, realistic image of a parrot on the north pole with golden feathers. please also make the parrot hold the python logo while trying to write python code on a computer screen",parrot,0
./data/narwhal/narwhal-242.jpg,"Generate an image of a narwhal in the 1990s, swimming above the ocean floor, entered into a photorealism competition, with photorealistic quality",narwhal,1
./data/axolotl/axolotl-249.jpg,create a axolotl eating a peach image,axolotl,2
./data/parrot/parrot-145.jpg,picasso painting of colorful flying parrot,parrot,0
./data/axolotl/axolotl-179.jpg,An axolotl and an otter are both dressed like buff sailors having an arm-wrestling contest on a boat at sea,axolotl,2
./data/axolotl/axolotl-58.jpg,"Produce a photorealistic image of an axolotl playing as a stuntman in the next Mad Max: Fury Road movie to earn money. The scene has the axolotl riding on top of a bright red monster truck in the Sahara Desert while he is playing a flamethrowing guitar, and the monster truck is equipped with speakers larger than itself.",axolotl,2
./data/parrot/parrot-132.jpg,"an abstract, picasso-esque parrot opening its beak, which is rotated 90 degrees from the orientation it usually is, receiving an avocado from a tree",parrot,0
./data/axolotl/axolotl-102.jpg,axolotl djing an extravagent las vegas nightclub with people dancing,axolotl,2
./data/narwhal/narwhal-163.jpg,A narwhal snoring in a wooden 4 poster bed with it's spouse. Comfy and cozy,narwhal,1
./data/axolotl/axolotl-208.jpg,An axolotl exploring the lost city of Atlantis,axolotl,2
./data/axolotl/axolotl-4.jpg,drawing of axolotl taking pepto bismol because it ate some bad food,axolotl,2
./data/parrot/parrot-41.jpg,A parrot flying in the sky with the sun in the background,parrot,0
./data/narwhal/narwhal-205.jpg,"
ChatGPT
Create an illustration featuring a narwhal.",narwhal,1
./data/parrot/parrot-108.jpg,"A psychedelic, cartoonish image of a parrot who is looking into a mirror, except instead of his own reflection, he sees the image of himself as a cyborg parrot with robotic eyes, and one wing which is made out of metal. Naturally, he is shocked to see this image as his true nature as an ai generated parrot is being revealed to him. ",parrot,0
./data/narwhal/narwhal-187.jpg,"Narwhals playing volleyball on the moon, on stained glass",narwhal,1
./data/parrot/parrot-56.jpg,A parrot flying in a small house in the early morning to get a drink,parrot,0
./data/parrot/parrot-220.jpg,A blue parrot on a tree with purple leaves,parrot,0
./data/axolotl/axolotl-94.jpg,"an axolotl, climbing a redwood tree with the forest in the background",axolotl,2
./data/narwhal/narwhal-124.jpg,a drawing of a narwhal meeting a mermaid while exploring the depths ocean by spotting its tail behind a rock,narwhal,1
./data/parrot/parrot-212.jpg,realistic parrot that is scary and creepy,parrot,0
./data/axolotl/axolotl-125.jpg,a drawing of an axolotl in a river in the style of a six year old,axolotl,2
./data/narwhal/narwhal-111.jpg,baby narwhal that is really cute ,narwhal,1
./data/parrot/parrot-24.jpg,Can you generate a photorealistic image of a parrot soaring through the sky against the backdrop of a setting sun.,parrot,0
./data/axolotl/axolotl-88.jpg,an amphibian who looks like an eel and has a dragon like ears with pinkish body,axolotl,2
./data/axolotl/axolotl-237.jpg,"happy axolotl, swimming with fish friends, realistic",axolotl,2
./data/narwhal/narwhal-67.jpg,"A narwhal with a long, spiraled tusk, swimming in the cold, clear Arctic waters, under a bright, icy landscape, in a realistic style",narwhal,1
./data/narwhal/narwhal-147.jpg,"Create a stunning, cinematic image of a narwhal swimming gracefully through the icy waters of the Arctic. The scene captures the underwater world in a serene, blue hue, with light rays penetrating the depths and illuminating the narwhal's long, spiral tusk. Around it, small schools of fish and floating ice chunks create a sense of the chilly, yet vibrant marine environment.",narwhal,1
./data/narwhal/narwhal-72.jpg,"Narwhal wearing a tuxedo swimming in the ocean cartoon style
",narwhal,1
./data/parrot/parrot-110.jpg,a photo of a parrot that could be on planet earth,parrot,0
./data/parrot/parrot-82.jpg,parrot on glacier singing at sunset photorealistic,parrot,0
./data/parrot/parrot-51.jpg,generate a photorealistic image of a green parrot in its natural habitat,parrot,0
./data/narwhal/narwhal-194.jpg,A gigantic narwhal swimming at the bottom of the sea in cartoon style.,narwhal,1
./data/narwhal/narwhal-49.jpg,"Generate a photorealistic image of Narwahl, who is in the sea and eating fish at noon.",narwhal,1
./data/axolotl/axolotl-192.jpg,give me an image of the Axolotl,axolotl,2
./data/axolotl/axolotl-108.jpg,"illustration of a face shot of a demon-like axolotl, with his external gills swirling into psychedelic patterns around the image. The axolotl is grinning maniacally and the image of a skull appears in both its eyes.
",axolotl,2
./data/parrot/parrot-198.jpg,Generate an image of a parrot studying generative AI at a world-renowned university,parrot,0
./data/axolotl/axolotl-117.jpg,multiple axolotl with different colors swimming around,axolotl,2
./data/narwhal/narwhal-74.jpg,two narwhals swordfighting using their horns realistic,narwhal,1
./data/axolotl/axolotl-187.jpg,An axolotl wearing a top hat and riding a unicycle,axolotl,2
./data/narwhal/narwhal-79.jpg,"During a crisp, clear Antarctic morning, a playful narwhal surfaces near a small, curious boat",narwhal,1
./data/parrot/parrot-139.jpg,"parrot flying over the mountains in a cold winter morning, cinematic style",parrot,0
./data/narwhal/narwhal-52.jpg,narwhal in its natural habitat with pigmentation and horns clearly visible,narwhal,1
./data/axolotl/axolotl-235.jpg,Axolotl on the beach looking at a coconut tree,axolotl,2
./data/parrot/parrot-18.jpg,A parrot at the zoo when it is 10am and sunny. It is flying in the sky inside its zoo area.,parrot,0
./data/axolotl/axolotl-71.jpg,create a hyper-realistic image of an axolotl fighting in the french revolution. make the axolotl look like he really doesn't want to be there but he must because of his ability to open his mouth so large that he creates a giant shield,axolotl,2
./data/parrot/parrot-140.jpg,Monet painting of a parrot standing on the Uluru,parrot,0
./data/narwhal/narwhal-71.jpg,create a photorealistic scene of a narwhal named Willy swimming in a giant angry toilet and have a bunch of other human-like narwhals pointing at his pink horn,narwhal,1
./data/axolotl/axolotl-16.jpg,Axolotl in the water very realistic,axolotl,2
./data/axolotl/axolotl-12.jpg,"A impressionist painting of a Axolotl drinking bear at a bar in Amsterdam, in the style of Monet, morning sunshine, colorful",axolotl,2
./data/parrot/parrot-83.jpg,bright colored parrot perched on branch in japanese garden watercolor,parrot,0
./data/parrot/parrot-61.jpg,A parrot sitting serenely in the kitchen drinking coffee,parrot,0
./data/narwhal/narwhal-160.jpg,A narwhal swimming in iced coke,narwhal,1
./data/axolotl/axolotl-184.jpg,cartoon axolotl swimming in a pond,axolotl,2
./data/parrot/parrot-29.jpg,"a photorealistic parrot flying in the sky above some trees, National Geographic",parrot,0
./data/narwhal/narwhal-176.jpg,A cartoon narwhal surfing at the beach on a bright summer's day,narwhal,1
./data/axolotl/axolotl-35.jpg,a painting of a salmon colored axolotl underwater looking at plants and standing on rocks in a tank,axolotl,2
